git_commit,timestamp,mode,rx_size,value_size,clients,pipeline,threads,repetition,duration,rps,payload_gbps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,exit_status,server_error,bench_error,verify_strlen,raw_file
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:30:19+08:00,full,65536,262144,1,16,1,3,5,2009.60,4.2144,7.911,7.023,14.295,18.287,0,none,,ok,full-rx65536-d262144-c1-P16-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:30:26+08:00,full,65536,262144,4,1,1,1,5,1732.85,3.6340,2.303,1.999,4.119,5.239,0,none,,ok,full-rx65536-d262144-c4-P1-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:30:34+08:00,full,65536,262144,4,1,1,2,5,1865.83,3.9129,2.139,1.887,3.663,4.743,0,none,,ok,full-rx65536-d262144-c4-P1-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:30:41+08:00,full,65536,262144,4,1,1,3,5,1987.40,4.1679,2.009,1.695,3.823,4.599,0,none,,ok,full-rx65536-d262144-c4-P1-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:30:48+08:00,full,65536,262144,4,16,1,1,5,1978.07,4.1483,32.248,29.775,49.119,60.831,0,none,,ok,full-rx65536-d262144-c4-P16-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:30:56+08:00,full,65536,262144,4,16,1,2,5,2194.58,4.6024,29.154,27.695,42.815,53.023,0,none,,ok,full-rx65536-d262144-c4-P16-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:31:03+08:00,full,65536,262144,4,16,1,3,5,2072.36,4.3461,31.075,28.271,50.271,63.615,0,none,,ok,full-rx65536-d262144-c4-P16-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:31:10+08:00,full,65536,1048576,1,1,1,1,5,544.20,4.5651,1.834,1.663,2.959,4.023,0,none,,ok,full-rx65536-d1048576-c1-P1-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:31:17+08:00,full,65536,1048576,1,1,1,2,5,552.49,4.6346,1.806,1.575,3.263,4.215,0,none,,ok,full-rx65536-d1048576-c1-P1-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:31:24+08:00,full,65536,1048576,1,1,1,3,5,563.00,4.7228,1.772,1.583,3.111,3.807,0,none,,ok,full-rx65536-d1048576-c1-P1-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:31:32+08:00,full,65536,1048576,1,16,1,1,5,447.82,3.7566,35.961,33.759,56.191,63.295,0,none,,ok,full-rx65536-d1048576-c1-P16-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:31:39+08:00,full,65536,1048576,1,16,1,2,5,440.37,3.6941,36.629,33.439,61.087,67.455,0,none,,ok,full-rx65536-d1048576-c1-P16-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:31:46+08:00,full,65536,1048576,1,16,1,3,5,511.69,4.2924,31.522,29.199,45.823,62.495,0,none,,ok,full-rx65536-d1048576-c1-P16-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:31:54+08:00,full,65536,1048576,4,1,1,1,5,529.09,4.4383,7.566,7.039,12.543,15.895,0,none,,ok,full-rx65536-d1048576-c4-P1-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:32:01+08:00,full,65536,1048576,4,1,1,2,5,549.09,4.6061,7.282,6.463,12.207,17.663,0,none,,ok,full-rx65536-d1048576-c4-P1-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:32:08+08:00,full,65536,1048576,4,1,1,3,5,528.09,4.4299,7.570,6.919,12.415,15.879,0,none,,ok,full-rx65536-d1048576-c4-P1-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:32:15+08:00,full,65536,1048576,4,16,1,1,5,524.07,4.3962,123.438,117.951,150.143,165.631,0,none,,ok,full-rx65536-d1048576-c4-P16-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:32:23+08:00,full,65536,1048576,4,16,1,2,5,459.97,3.8585,141.728,137.471,184.063,197.119,0,none,,ok,full-rx65536-d1048576-c4-P16-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:32:30+08:00,full,65536,1048576,4,16,1,3,5,496.82,4.1676,129.137,123.775,167.551,186.239,0,none,,ok,full-rx65536-d1048576-c4-P16-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:32:38+08:00,full,65536,4194304,1,1,1,1,5,123.33,4.1383,8.115,7.207,14.047,18.127,0,none,,ok,full-rx65536-d4194304-c1-P1-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:32:45+08:00,full,65536,4194304,1,1,1,2,5,130.07,4.3644,7.696,7.023,12.559,15.599,0,none,,ok,full-rx65536-d4194304-c1-P1-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:32:52+08:00,full,65536,4194304,1,1,1,3,5,128.75,4.3201,7.776,6.919,13.055,19.423,0,none,,ok,full-rx65536-d4194304-c1-P1-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:33:00+08:00,full,65536,4194304,1,16,1,1,5,114.76,3.8507,142.176,132.479,185.215,230.783,0,none,,ok,full-rx65536-d4194304-c1-P16-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:33:07+08:00,full,65536,4194304,1,16,1,2,5,118.23,3.9671,140.388,135.807,173.055,173.951,0,none,,ok,full-rx65536-d4194304-c1-P16-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:33:15+08:00,full,65536,4194304,1,16,1,3,5,116.03,3.8933,137.266,132.863,182.271,186.623,0,none,,ok,full-rx65536-d4194304-c1-P16-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:33:22+08:00,full,65536,4194304,4,1,1,1,5,128.87,4.3242,31.026,28.143,48.319,66.175,0,none,,ok,full-rx65536-d4194304-c4-P1-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:33:29+08:00,full,65536,4194304,4,1,1,2,5,125.75,4.2195,31.823,29.839,48.255,60.127,0,none,,ok,full-rx65536-d4194304-c4-P1-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:33:37+08:00,full,65536,4194304,4,1,1,3,5,126.75,4.2530,31.656,29.007,52.863,66.111,0,none,,ok,full-rx65536-d4194304-c4-P1-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:33:45+08:00,full,65536,4194304,4,16,1,1,5,113.34,3.8031,568.178,557.567,638.975,639.999,0,none,,ok,full-rx65536-d4194304-c4-P16-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:33:53+08:00,full,65536,4194304,4,16,1,2,5,127.85,4.2899,533.693,525.823,615.935,621.055,0,none,,ok,full-rx65536-d4194304-c4-P16-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:34:02+08:00,full,65536,4194304,4,16,1,3,5,112.92,3.7890,610.932,607.743,691.199,718.335,0,none,,ok,full-rx65536-d4194304-c4-P16-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:34:09+08:00,full,262144,65536,1,1,1,1,5,7975.00,4.1812,0.122,0.103,0.247,0.415,0,none,,ok,full-rx262144-d65536-c1-P1-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:34:17+08:00,full,262144,65536,1,1,1,2,5,7420.60,3.8905,0.131,0.111,0.279,0.447,0,none,,ok,full-rx262144-d65536-c1-P1-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:34:24+08:00,full,262144,65536,1,1,1,3,5,8423.80,4.4165,0.115,0.103,0.231,0.375,0,none,,ok,full-rx262144-d65536-c1-P1-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:34:31+08:00,full,262144,65536,1,16,1,1,5,8844.46,4.6370,1.586,1.335,2.975,3.847,0,none,,ok,full-rx262144-d65536-c1-P16-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:34:38+08:00,full,262144,65536,1,16,1,2,5,9532.80,4.9979,1.478,1.311,2.519,3.215,0,none,,ok,full-rx262144-d65536-c1-P16-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:34:45+08:00,full,262144,65536,1,16,1,3,5,9550.76,5.0073,1.470,1.327,2.407,3.007,0,none,,ok,full-rx262144-d65536-c1-P16-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:34:52+08:00,full,262144,65536,4,1,1,1,5,13332.00,6.9898,0.295,0.247,0.591,0.935,0,none,,ok,full-rx262144-d65536-c4-P1-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:34:59+08:00,full,262144,65536,4,1,1,2,5,13853.00,7.2630,0.284,0.239,0.559,0.879,0,none,,ok,full-rx262144-d65536-c4-P1-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:35:06+08:00,full,262144,65536,4,1,1,3,5,13181.00,6.9106,0.299,0.255,0.591,0.903,0,none,,ok,full-rx262144-d65536-c4-P1-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:35:14+08:00,full,262144,65536,4,16,1,1,5,9226.96,4.8376,6.931,6.415,11.135,13.999,0,none,,ok,full-rx262144-d65536-c4-P16-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:35:21+08:00,full,262144,65536,4,16,1,2,5,9226.96,4.8376,6.936,6.375,11.623,14.431,0,none,,ok,full-rx262144-d65536-c4-P16-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:35:28+08:00,full,262144,65536,4,16,1,3,5,12142.34,6.3661,5.268,4.695,9.319,11.575,0,none,,ok,full-rx262144-d65536-c4-P16-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:35:35+08:00,full,262144,262144,1,1,1,1,5,3147.60,6.6010,0.315,0.295,0.455,0.639,0,none,,ok,full-rx262144-d262144-c1-P1-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:35:42+08:00,full,262144,262144,1,1,1,2,5,2987.00,6.2642,0.332,0.303,0.543,0.727,0,none,,ok,full-rx262144-d262144-c1-P1-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:35:49+08:00,full,262144,262144,1,1,1,3,5,2937.20,6.1598,0.337,0.303,0.551,0.751,0,none,,ok,full-rx262144-d262144-c1-P1-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:35:57+08:00,full,262144,262144,1,16,1,1,5,3077.17,6.4533,5.056,4.623,7.303,10.415,0,none,,ok,full-rx262144-d262144-c1-P16-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:36:04+08:00,full,262144,262144,1,16,1,2,5,3228.15,6.7699,4.826,4.559,6.583,8.071,0,none,,ok,full-rx262144-d262144-c1-P16-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:36:11+08:00,full,262144,262144,1,16,1,3,5,2931.47,6.1477,5.303,4.719,8.215,11.239,0,none,,ok,full-rx262144-d262144-c1-P16-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:36:18+08:00,full,262144,262144,4,1,1,1,5,4112.60,8.6247,0.970,0.935,1.495,2.479,0,none,,ok,full-rx262144-d262144-c4-P1-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:36:25+08:00,full,262144,262144,4,1,1,2,5,4229.35,8.8696,0.943,0.927,1.383,1.791,0,none,,ok,full-rx262144-d262144-c4-P1-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:36:32+08:00,full,262144,262144,4,1,1,3,5,4055.19,8.5043,0.983,0.911,1.679,2.319,0,none,,ok,full-rx262144-d262144-c4-P1-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:36:40+08:00,full,262144,262144,4,16,1,1,5,3017.18,6.3275,21.229,19.839,28.095,34.495,0,none,,ok,full-rx262144-d262144-c4-P16-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:36:47+08:00,full,262144,262144,4,16,1,2,5,3198.72,6.7082,20.083,19.087,26.159,31.487,0,none,,ok,full-rx262144-d262144-c4-P16-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:36:54+08:00,full,262144,262144,4,16,1,3,5,3031.18,6.3568,21.171,19.711,30.479,37.983,0,none,,ok,full-rx262144-d262144-c4-P16-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:37:01+08:00,full,262144,1048576,1,1,1,1,5,803.84,6.7431,1.241,1.159,1.759,2.319,0,none,,ok,full-rx262144-d1048576-c1-P1-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:37:08+08:00,full,262144,1048576,1,1,1,2,5,779.64,6.5401,1.279,1.167,1.911,2.535,0,none,,ok,full-rx262144-d1048576-c1-P1-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:37:16+08:00,full,262144,1048576,1,1,1,3,5,824.07,6.9128,1.210,1.135,1.711,2.263,0,none,,ok,full-rx262144-d1048576-c1-P1-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:37:23+08:00,full,262144,1048576,1,16,1,1,5,740.47,6.2115,21.506,20.479,26.207,39.647,0,none,,ok,full-rx262144-d1048576-c1-P16-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:37:30+08:00,full,262144,1048576,1,16,1,2,5,658.67,5.5253,24.340,22.799,33.887,46.623,0,none,,ok,full-rx262144-d1048576-c1-P16-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:37:37+08:00,full,262144,1048576,1,16,1,3,5,700.38,5.8752,22.918,21.407,32.527,43.199,0,none,,ok,full-rx262144-d1048576-c1-P16-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:37:45+08:00,full,262144,1048576,4,1,1,1,5,786.44,6.5971,5.085,4.703,7.207,9.135,0,none,,ok,full-rx262144-d1048576-c4-P1-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:37:52+08:00,full,262144,1048576,4,1,1,2,5,792.64,6.6491,5.044,4.687,6.823,9.135,0,none,,ok,full-rx262144-d1048576-c4-P1-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:37:59+08:00,full,262144,1048576,4,1,1,3,5,795.20,6.6706,5.032,4.615,7.207,10.135,0,none,,ok,full-rx262144-d1048576-c4-P1-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:38:06+08:00,full,262144,1048576,4,16,1,1,5,663.61,5.5668,98.095,97.599,112.895,119.359,0,none,,ok,full-rx262144-d1048576-c4-P16-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:38:14+08:00,full,262144,1048576,4,16,1,2,5,626.82,5.2581,103.421,100.991,133.759,144.767,0,none,,ok,full-rx262144-d1048576-c4-P16-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:38:21+08:00,full,262144,1048576,4,16,1,3,5,687.90,5.7705,93.810,91.071,114.111,127.743,0,none,,ok,full-rx262144-d1048576-c4-P16-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:38:29+08:00,full,262144,4194304,1,1,1,1,5,191.52,6.4263,5.221,4.831,7.559,9.959,0,none,,ok,full-rx262144-d4194304-c1-P1-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:38:36+08:00,full,262144,4194304,1,1,1,2,5,183.49,6.1569,5.448,4.823,8.519,11.255,0,none,,ok,full-rx262144-d4194304-c1-P1-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:38:43+08:00,full,262144,4194304,1,1,1,3,5,188.72,6.3324,5.302,4.791,7.511,9.775,0,none,,ok,full-rx262144-d4194304-c1-P1-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:38:51+08:00,full,262144,4194304,1,16,1,1,5,149.53,5.0174,110.314,108.351,133.247,167.295,0,none,,ok,full-rx262144-d4194304-c1-P16-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:38:58+08:00,full,262144,4194304,1,16,1,2,5,141.43,4.7456,116.198,109.439,159.999,182.783,0,none,,ok,full-rx262144-d4194304-c1-P16-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:39:06+08:00,full,262144,4194304,1,16,1,3,5,156.02,5.2352,104.095,100.671,127.679,153.599,0,none,,ok,full-rx262144-d4194304-c1-P16-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:39:13+08:00,full,262144,4194304,4,1,1,1,5,179.29,6.0160,22.359,20.255,34.175,44.383,0,none,,ok,full-rx262144-d4194304-c4-P1-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:39:20+08:00,full,262144,4194304,4,1,1,2,5,185.07,6.2099,21.653,20.047,31.279,41.119,0,none,,ok,full-rx262144-d4194304-c4-P1-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:39:28+08:00,full,262144,4194304,4,1,1,3,5,140.94,4.7292,28.374,25.343,47.967,61.055,0,none,,ok,full-rx262144-d4194304-c4-P1-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:39:36+08:00,full,262144,4194304,4,16,1,1,5,126.51,4.2450,544.585,532.479,653.823,689.151,0,none,,ok,full-rx262144-d4194304-c4-P16-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:39:44+08:00,full,262144,4194304,4,16,1,2,5,126.63,4.2490,549.546,557.567,619.007,635.903,0,none,,ok,full-rx262144-d4194304-c4-P16-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:39:52+08:00,full,262144,4194304,4,16,1,3,5,127.14,4.2661,523.920,549.887,708.607,739.327,0,none,,ok,full-rx262144-d4194304-c4-P16-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:40:00+08:00,full,1048576,65536,1,1,1,1,5,11275.60,5.9117,0.086,0.087,0.119,0.191,0,none,,ok,full-rx1048576-d65536-c1-P1-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:40:07+08:00,full,1048576,65536,1,1,1,2,5,11111.20,5.8255,0.087,0.087,0.119,0.191,0,none,,ok,full-rx1048576-d65536-c1-P1-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:40:14+08:00,full,1048576,65536,1,1,1,3,5,10375.40,5.4397,0.094,0.087,0.151,0.247,0,none,,ok,full-rx1048576-d65536-c1-P1-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:40:21+08:00,full,1048576,65536,1,16,1,1,5,11226.55,5.8859,0.813,0.807,1.383,1.695,0,none,,ok,full-rx1048576-d65536-c1-P16-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:40:28+08:00,full,1048576,65536,1,16,1,2,5,11690.46,6.1292,0.787,0.807,1.367,1.663,0,none,,ok,full-rx1048576-d65536-c1-P16-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:40:35+08:00,full,1048576,65536,1,16,1,3,5,12807.04,6.7146,0.749,0.775,1.247,1.431,0,none,,ok,full-rx1048576-d65536-c1-P16-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:40:43+08:00,full,1048576,65536,4,1,1,1,5,19318.40,10.1284,0.204,0.175,0.383,0.591,0,none,,ok,full-rx1048576-d65536-c4-P1-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:40:50+08:00,full,1048576,65536,4,1,1,2,5,18885.60,9.9015,0.208,0.183,0.375,0.591,0,none,,ok,full-rx1048576-d65536-c4-P1-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:40:57+08:00,full,1048576,65536,4,1,1,3,5,19557.20,10.2536,0.201,0.175,0.359,0.591,0,none,,ok,full-rx1048576-d65536-c4-P1-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:41:04+08:00,full,1048576,65536,4,16,1,1,5,17749.00,9.3056,3.406,3.647,4.863,5.327,0,none,,ok,full-rx1048576-d65536-c4-P16-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:41:11+08:00,full,1048576,65536,4,16,1,2,5,17190.40,9.0127,3.509,3.719,5.335,6.551,0,none,,ok,full-rx1048576-d65536-c4-P16-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:41:18+08:00,full,1048576,65536,4,16,1,3,5,17366.13,9.1049,3.477,3.759,5.103,6.679,0,none,,ok,full-rx1048576-d65536-c4-P16-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:41:25+08:00,full,1048576,262144,1,1,1,1,5,3208.20,6.7281,0.309,0.287,0.447,0.599,0,none,,ok,full-rx1048576-d262144-c1-P1-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:41:33+08:00,full,1048576,262144,1,1,1,2,5,3201.00,6.7130,0.310,0.287,0.455,0.631,0,none,,ok,full-rx1048576-d262144-c1-P1-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:41:40+08:00,full,1048576,262144,1,1,1,3,5,3193.80,6.6979,0.310,0.287,0.455,0.599,0,none,,ok,full-rx1048576-d262144-c1-P1-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:41:47+08:00,full,1048576,262144,1,16,1,1,5,3079.75,6.4587,4.477,4.399,5.463,6.151,0,none,,ok,full-rx1048576-d262144-c1-P16-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:41:54+08:00,full,1048576,262144,1,16,1,2,5,2905.02,6.0923,4.707,4.551,6.191,8.167,0,none,,ok,full-rx1048576-d262144-c1-P16-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:42:01+08:00,full,1048576,262144,1,16,1,3,5,3111.73,6.5258,4.437,4.351,5.471,7.727,0,none,,ok,full-rx1048576-d262144-c1-P16-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:42:08+08:00,full,1048576,262144,4,1,1,1,5,5365.00,11.2512,0.742,0.655,1.303,1.799,0,none,,ok,full-rx1048576-d262144-c4-P1-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:42:15+08:00,full,1048576,262144,4,1,1,2,5,5336.00,11.1904,0.746,0.647,1.311,1.919,0,none,,ok,full-rx1048576-d262144-c4-P1-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:42:23+08:00,full,1048576,262144,4,1,1,3,5,4931.00,10.3411,0.807,0.711,1.439,2.007,0,none,,ok,full-rx1048576-d262144-c4-P1-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:42:30+08:00,full,1048576,262144,4,16,1,1,5,3249.25,6.8142,19.705,19.087,24.687,29.375,0,none,,ok,full-rx1048576-d262144-c4-P16-r1
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:42:37+08:00,full,1048576,262144,4,16,1,2,5,3132.87,6.5701,20.503,19.519,26.719,32.895,0,none,,ok,full-rx1048576-d262144-c4-P16-r2
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:42:44+08:00,full,1048576,262144,4,16,1,3,5,2726.40,5.7177,23.501,21.919,33.023,37.535,0,none,,ok,full-rx1048576-d262144-c4-P16-r3
9ab2c530f66c777081705101cc375be449cb55e4,2026-08-27T15:42:52+08:00,full,1048576,1048576,1,1,1,1,5,836.20,7.0146,1.192,1.159,1.471,1.791,0,none,,ok,full-rx1048576-d1048576-c1-P1-r1
