git_commit,timestamp,mode,rx_size,value_size,clients,pipeline,threads,repetition,duration,rps,payload_gbps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,exit_status,server_error,bench_error,verify_strlen,raw_file
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:37:44+08:00,full,16777216,1048576,1,1,1,2,5,615.20,5.1607,1.614,1.495,2.367,2.959,0,none,,ok,full-rx16777216-d1048576-c1-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:37:51+08:00,full,16777216,1048576,1,1,1,3,5,675.46,5.6662,1.470,1.383,2.023,2.855,0,none,,ok,full-rx16777216-d1048576-c1-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:37:58+08:00,full,16777216,1048576,1,16,1,1,5,693.98,5.8215,22.947,22.495,26.767,29.087,0,none,,ok,full-rx16777216-d1048576-c1-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:38:06+08:00,full,16777216,1048576,1,16,1,2,5,714.80,5.9962,22.177,21.919,23.903,27.423,0,none,,ok,full-rx16777216-d1048576-c1-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:38:13+08:00,full,16777216,1048576,1,16,1,3,5,724.81,6.0801,21.942,21.791,23.711,24.559,0,none,,ok,full-rx16777216-d1048576-c1-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:38:21+08:00,full,16777216,1048576,4,1,1,1,5,1455.71,12.2114,2.739,2.559,4.199,5.495,0,44929:M 27 Aug 2026 12:38:20.687 # === ASSERTION FAILED ===,,cli_fail,full-rx16777216-d1048576-c4-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:38:28+08:00,full,16777216,1048576,4,1,1,2,5,1448.11,12.1476,2.754,2.575,4.207,5.575,0,46369:M 27 Aug 2026 12:38:28.584 # === ASSERTION FAILED ===,,cli_fail,full-rx16777216-d1048576-c4-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:38:36+08:00,full,16777216,1048576,4,1,1,3,5,1455.71,12.2114,2.740,2.575,4.111,5.215,0,none,,ok,full-rx16777216-d1048576-c4-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:38:43+08:00,full,16777216,1048576,4,16,1,1,5,714.37,5.9926,90.814,89.599,101.503,120.255,0,none,,ok,full-rx16777216-d1048576-c4-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:38:51+08:00,full,16777216,1048576,4,16,1,2,5,727.27,6.1008,89.511,88.767,93.887,95.103,0,none,,ok,full-rx16777216-d1048576-c4-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:38:58+08:00,full,16777216,1048576,4,16,1,3,5,688.45,5.7751,93.805,92.927,103.487,109.759,0,none,,ok,full-rx16777216-d1048576-c4-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:39:05+08:00,full,16777216,4194304,1,1,1,1,5,189.36,6.3539,5.268,5.183,5.983,6.503,0,none,,ok,full-rx16777216-d4194304-c1-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:39:12+08:00,full,16777216,4194304,1,1,1,2,5,183.09,6.1435,5.442,5.303,6.415,7.639,0,none,,ok,full-rx16777216-d4194304-c1-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:39:20+08:00,full,16777216,4194304,1,1,1,3,5,178.29,5.9824,5.599,5.351,6.967,10.431,0,none,,ok,full-rx16777216-d4194304-c1-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:39:27+08:00,full,16777216,4194304,1,16,1,1,5,157.92,5.2989,103.331,101.055,122.239,133.119,0,none,,ok,full-rx16777216-d4194304-c1-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:39:35+08:00,full,16777216,4194304,1,16,1,2,5,171.50,5.7546,95.479,94.335,107.455,115.263,0,none,,ok,full-rx16777216-d4194304-c1-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:39:42+08:00,full,16777216,4194304,1,16,1,3,5,168.55,5.6556,96.673,95.679,104.895,109.567,0,none,,ok,full-rx16777216-d4194304-c1-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:39:49+08:00,full,16777216,4194304,4,1,1,1,5,300.62,10.0871,13.285,10.559,24.639,30.863,0,none,,ok,full-rx16777216-d4194304-c4-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:39:57+08:00,full,16777216,4194304,4,1,1,2,5,301.34,10.1113,13.256,10.567,24.239,30.479,0,none,,ok,full-rx16777216-d4194304-c4-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:40:04+08:00,full,16777216,4194304,4,1,1,3,5,303.76,10.1925,13.168,10.455,24.207,29.151,0,none,,ok,full-rx16777216-d4194304-c4-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:40:12+08:00,full,16777216,4194304,4,16,1,1,5,152.56,5.1191,447.087,442.367,471.295,483.327,0,none,,ok,full-rx16777216-d4194304-c4-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:40:20+08:00,full,16777216,4194304,4,16,1,2,5,152.87,5.1295,437.426,437.503,454.399,457.215,0,none,,ok,full-rx16777216-d4194304-c4-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-27T12:40:28+08:00,full,16777216,4194304,4,16,1,3,5,152.26,5.1090,429.195,429.055,442.623,444.415,0,none,,ok,full-rx16777216-d4194304-c4-P16-r3
