git_commit,timestamp,mode,rx_size,value_size,clients,pipeline,threads,repetition,duration,rps,payload_gbps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,exit_status,server_error,bench_error,verify_strlen,raw_file
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T21:59:36+08:00,full,65536,262144,4,1,1,3,5,2647.20,5.5516,1.508,1.367,2.431,3.183,0,none,,ok,full-rx65536-d262144-c4-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T21:59:43+08:00,full,65536,262144,4,16,1,1,5,2993.40,6.2776,21.416,20.735,25.087,30.271,0,none,,ok,full-rx65536-d262144-c4-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T21:59:50+08:00,full,65536,262144,4,16,1,2,5,2954.44,6.1959,21.753,20.959,26.431,33.535,0,none,,ok,full-rx65536-d262144-c4-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T21:59:58+08:00,full,65536,262144,4,16,1,3,5,2956.80,6.2009,21.712,20.911,25.951,33.663,0,none,,ok,full-rx65536-d262144-c4-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:00:05+08:00,full,65536,1048576,1,1,1,1,5,757.60,6.3552,1.318,1.271,1.607,2.215,0,none,,ok,full-rx65536-d1048576-c1-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:00:12+08:00,full,65536,1048576,1,1,1,2,5,747.45,6.2701,1.336,1.287,1.663,2.279,0,none,,ok,full-rx65536-d1048576-c1-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:00:19+08:00,full,65536,1048576,1,1,1,3,5,732.40,6.1438,1.363,1.287,1.767,2.391,0,none,,ok,full-rx65536-d1048576-c1-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:00:26+08:00,full,65536,1048576,1,16,1,1,5,701.75,5.8867,22.945,22.143,25.999,35.295,0,none,,ok,full-rx65536-d1048576-c1-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:00:33+08:00,full,65536,1048576,1,16,1,2,5,700.52,5.8764,22.925,22.127,27.327,31.967,0,none,,ok,full-rx65536-d1048576-c1-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:00:41+08:00,full,65536,1048576,1,16,1,3,5,678.88,5.6949,23.620,22.607,29.007,40.351,0,none,,ok,full-rx65536-d1048576-c1-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:00:48+08:00,full,65536,1048576,4,1,1,1,5,706.66,5.9279,5.658,5.247,7.847,10.631,0,none,,ok,full-rx65536-d1048576-c4-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:00:55+08:00,full,65536,1048576,4,1,1,2,5,707.06,5.9312,5.655,5.207,7.735,10.855,0,none,,ok,full-rx65536-d1048576-c4-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:01:02+08:00,full,65536,1048576,4,1,1,3,5,658.80,5.5264,6.077,5.271,10.255,13.535,0,none,,ok,full-rx65536-d1048576-c4-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:01:10+08:00,full,65536,1048576,4,16,1,1,5,663.08,5.5623,96.985,94.143,116.927,130.495,0,none,,ok,full-rx65536-d1048576-c4-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:01:17+08:00,full,65536,1048576,4,16,1,2,5,638.09,5.3527,100.709,98.239,115.391,150.783,0,none,,ok,full-rx65536-d1048576-c4-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:01:24+08:00,full,65536,1048576,4,16,1,3,5,689.68,5.7855,94.115,92.031,112.319,124.223,0,none,,ok,full-rx65536-d1048576-c4-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:01:32+08:00,full,65536,4194304,1,1,1,1,5,178.02,5.9734,5.620,5.303,7.487,9.399,0,none,,ok,full-rx65536-d4194304-c1-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:01:39+08:00,full,65536,4194304,1,1,1,2,5,181.76,6.0989,5.509,5.207,7.071,9.119,0,none,,ok,full-rx65536-d4194304-c1-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:01:46+08:00,full,65536,4194304,1,1,1,3,5,187.13,6.2790,5.349,5.151,6.543,8.031,0,none,,ok,full-rx65536-d4194304-c1-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:01:54+08:00,full,65536,4194304,1,16,1,1,5,164.98,5.5358,98.765,95.103,119.231,142.847,0,none,,ok,full-rx65536-d4194304-c1-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:02:01+08:00,full,65536,4194304,1,16,1,2,5,161.90,5.4325,98.812,97.023,115.903,136.319,0,none,,ok,full-rx65536-d4194304-c1-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:02:08+08:00,full,65536,4194304,1,16,1,3,5,161.68,5.4251,99.428,96.831,115.775,136.191,0,none,,ok,full-rx65536-d4194304-c1-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:02:16+08:00,full,65536,4194304,4,1,1,1,5,170.23,5.7120,23.539,21.871,31.791,40.415,0,none,,ok,full-rx65536-d4194304-c4-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:02:23+08:00,full,65536,4194304,4,1,1,2,5,176.36,5.9177,22.723,21.599,28.559,35.999,0,none,,ok,full-rx65536-d4194304-c4-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:02:30+08:00,full,65536,4194304,4,1,1,3,5,178.16,5.9781,22.473,21.423,27.727,42.367,0,none,,ok,full-rx65536-d4194304-c4-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:02:38+08:00,full,65536,4194304,4,16,1,1,5,150.38,5.0459,443.704,442.879,493.567,505.855,0,none,,ok,full-rx65536-d4194304-c4-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:02:46+08:00,full,65536,4194304,4,16,1,2,5,153.20,5.1405,442.354,440.319,472.319,478.719,0,none,,ok,full-rx65536-d4194304-c4-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:02:54+08:00,full,65536,4194304,4,16,1,3,5,151.96,5.0989,449.852,448.767,498.431,500.223,0,none,,ok,full-rx65536-d4194304-c4-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:03:02+08:00,full,262144,65536,1,1,1,1,5,11006.40,5.7705,0.089,0.087,0.119,0.215,0,none,,ok,full-rx262144-d65536-c1-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:03:09+08:00,full,262144,65536,1,1,1,2,5,10900.80,5.7152,0.089,0.087,0.119,0.183,0,none,,ok,full-rx262144-d65536-c1-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:03:16+08:00,full,262144,65536,1,1,1,3,5,11020.60,5.7780,0.088,0.087,0.119,0.199,0,none,,ok,full-rx262144-d65536-c1-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:03:23+08:00,full,262144,65536,1,16,1,1,5,12842.23,6.7330,1.100,1.047,1.599,2.335,0,none,,ok,full-rx262144-d65536-c1-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:03:30+08:00,full,262144,65536,1,16,1,2,5,13174.40,6.9072,1.070,1.031,1.455,1.895,0,none,,ok,full-rx262144-d65536-c1-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:03:37+08:00,full,262144,65536,1,16,1,3,5,12787.20,6.7042,1.104,1.063,1.495,2.039,0,none,,ok,full-rx262144-d65536-c1-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:03:45+08:00,full,262144,65536,4,1,1,1,5,16090.20,8.4359,0.245,0.199,0.495,0.743,0,none,,ok,full-rx262144-d65536-c4-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:03:52+08:00,full,262144,65536,4,1,1,2,5,16227.80,8.5080,0.243,0.199,0.487,0.775,0,none,,ok,full-rx262144-d65536-c4-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:03:59+08:00,full,262144,65536,4,1,1,3,5,16280.80,8.5358,0.242,0.199,0.495,0.775,0,none,,ok,full-rx262144-d65536-c4-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:04:06+08:00,full,262144,65536,4,16,1,1,5,8599.88,4.5088,7.437,7.183,11.791,13.847,0,none,,ok,full-rx262144-d65536-c4-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:04:13+08:00,full,262144,65536,4,16,1,2,5,11776.00,6.1740,5.430,4.831,8.583,10.599,0,none,,ok,full-rx262144-d65536-c4-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:04:20+08:00,full,262144,65536,4,16,1,3,5,11743.35,6.1569,5.445,4.775,9.175,11.231,0,none,,ok,full-rx262144-d65536-c4-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:04:27+08:00,full,262144,262144,1,1,1,1,5,2679.60,5.6195,0.370,0.319,0.671,1.055,0,none,,ok,full-rx262144-d262144-c1-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:04:35+08:00,full,262144,262144,1,1,1,2,5,2772.80,5.8150,0.357,0.311,0.615,0.847,0,none,,ok,full-rx262144-d262144-c1-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:04:42+08:00,full,262144,262144,1,1,1,3,5,3048.20,6.3925,0.325,0.295,0.495,0.727,0,none,,ok,full-rx262144-d262144-c1-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:04:49+08:00,full,262144,262144,1,16,1,1,5,2768.98,5.8070,5.602,4.911,9.071,11.727,0,none,,ok,full-rx262144-d262144-c1-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:04:56+08:00,full,262144,262144,1,16,1,2,5,2670.93,5.6013,5.834,5.135,9.247,14.159,0,none,,ok,full-rx262144-d262144-c1-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:05:03+08:00,full,262144,262144,1,16,1,3,5,2734.91,5.7355,5.688,4.983,9.303,14.111,0,none,,ok,full-rx262144-d262144-c1-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:05:10+08:00,full,262144,262144,4,1,1,1,5,3583.28,7.5147,1.112,1.007,1.855,2.447,0,none,,ok,full-rx262144-d262144-c4-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:05:17+08:00,full,262144,262144,4,1,1,2,5,3581.00,7.5099,1.113,1.055,1.839,2.303,0,none,,ok,full-rx262144-d262144-c4-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:05:25+08:00,full,262144,262144,4,1,1,3,5,4199.80,8.8076,0.950,0.927,1.471,2.023,0,none,,ok,full-rx262144-d262144-c4-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:05:32+08:00,full,262144,262144,4,16,1,1,5,2610.68,5.4750,24.614,21.599,41.055,50.847,0,none,,ok,full-rx262144-d262144-c4-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:05:39+08:00,full,262144,262144,4,16,1,2,5,3043.36,6.3824,21.034,19.695,30.015,36.031,0,none,,ok,full-rx262144-d262144-c4-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:05:46+08:00,full,262144,262144,4,16,1,3,5,3159.70,6.6264,20.283,19.167,28.111,36.767,0,none,,ok,full-rx262144-d262144-c4-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:05:54+08:00,full,262144,1048576,1,1,1,1,5,818.60,6.8669,1.219,1.159,1.647,2.111,0,none,,ok,full-rx262144-d1048576-c1-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:06:01+08:00,full,262144,1048576,1,1,1,2,5,790.00,6.6270,1.263,1.159,1.919,2.503,0,none,,ok,full-rx262144-d1048576-c1-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:06:08+08:00,full,262144,1048576,1,1,1,3,5,785.64,6.5904,1.269,1.167,1.871,2.447,0,none,,ok,full-rx262144-d1048576-c1-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:06:15+08:00,full,262144,1048576,1,16,1,1,5,715.51,6.0021,22.434,21.839,26.639,31.391,0,none,,ok,full-rx262144-d1048576-c1-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:06:23+08:00,full,262144,1048576,1,16,1,2,5,709.12,5.9485,22.607,21.759,28.527,32.223,0,none,,ok,full-rx262144-d1048576-c1-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:06:30+08:00,full,262144,1048576,1,16,1,3,5,709.06,5.9480,22.362,20.591,32.831,43.871,0,none,,ok,full-rx262144-d1048576-c1-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:06:37+08:00,full,262144,1048576,4,1,1,1,5,819.44,6.8740,4.878,4.559,6.735,8.711,0,none,,ok,full-rx262144-d1048576-c4-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:06:44+08:00,full,262144,1048576,4,1,1,2,5,808.84,6.7850,4.942,4.623,6.679,8.311,0,none,,ok,full-rx262144-d1048576-c4-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:06:51+08:00,full,262144,1048576,4,1,1,3,5,828.03,6.9460,4.827,4.551,6.335,8.967,0,none,,ok,full-rx262144-d1048576-c4-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:06:59+08:00,full,262144,1048576,4,16,1,1,5,715.65,6.0033,89.703,86.911,112.319,128.959,0,none,,ok,full-rx262144-d1048576-c4-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:07:06+08:00,full,262144,1048576,4,16,1,2,5,690.23,5.7901,93.196,89.855,113.151,149.375,0,none,,ok,full-rx262144-d1048576-c4-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:07:14+08:00,full,262144,1048576,4,16,1,3,5,728.73,6.1130,88.803,85.823,108.671,121.407,0,none,,ok,full-rx262144-d1048576-c4-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:07:21+08:00,full,262144,4194304,1,1,1,1,5,199.04,6.6787,5.025,4.679,6.919,9.199,0,none,,ok,full-rx262144-d4194304-c1-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:07:28+08:00,full,262144,4194304,1,1,1,2,5,210.12,7.0505,4.760,4.559,5.991,7.887,0,none,,ok,full-rx262144-d4194304-c1-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:07:35+08:00,full,262144,4194304,1,1,1,3,5,207.96,6.9780,4.809,4.575,6.543,8.191,0,none,,ok,full-rx262144-d4194304-c1-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:07:43+08:00,full,262144,4194304,1,16,1,1,5,152.90,5.1305,104.295,103.103,124.415,127.807,0,none,,ok,full-rx262144-d4194304-c1-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:07:50+08:00,full,262144,4194304,1,16,1,2,5,158.38,5.3144,102.473,98.111,131.583,139.007,0,none,,ok,full-rx262144-d4194304-c1-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:07:58+08:00,full,262144,4194304,1,16,1,3,5,164.36,5.5150,99.100,95.423,128.447,141.055,0,none,,ok,full-rx262144-d4194304-c1-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:08:05+08:00,full,262144,4194304,4,1,1,1,5,182.96,6.1391,21.901,20.399,31.279,38.463,0,none,,ok,full-rx262144-d4194304-c4-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:08:12+08:00,full,262144,4194304,4,1,1,2,5,200.16,6.7163,20.022,19.215,25.903,29.599,0,none,,ok,full-rx262144-d4194304-c4-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:08:20+08:00,full,262144,4194304,4,1,1,3,5,200.80,6.7377,19.952,19.055,25.615,29.487,0,none,,ok,full-rx262144-d4194304-c4-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:08:27+08:00,full,262144,4194304,4,16,1,1,5,162.98,5.4687,415.919,415.999,458.751,472.319,0,none,,ok,full-rx262144-d4194304-c4-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:08:36+08:00,full,262144,4194304,4,16,1,2,5,152.99,5.1335,421.701,427.007,464.639,468.991,0,none,,ok,full-rx262144-d4194304-c4-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:08:43+08:00,full,262144,4194304,4,16,1,3,5,165.90,5.5667,398.008,385.535,450.303,458.495,0,none,,ok,full-rx262144-d4194304-c4-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:08:51+08:00,full,1048576,65536,1,1,1,1,5,10939.00,5.7352,0.089,0.087,0.135,0.199,0,none,,ok,full-rx1048576-d65536-c1-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:08:58+08:00,full,1048576,65536,1,1,1,2,5,11510.60,6.0349,0.085,0.079,0.111,0.183,0,none,,ok,full-rx1048576-d65536-c1-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:09:05+08:00,full,1048576,65536,1,1,1,3,5,11142.80,5.8420,0.087,0.087,0.119,0.191,0,none,,ok,full-rx1048576-d65536-c1-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:09:12+08:00,full,1048576,65536,1,16,1,1,5,12169.60,6.3804,0.778,0.807,1.279,1.719,0,none,,ok,full-rx1048576-d65536-c1-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:09:19+08:00,full,1048576,65536,1,16,1,2,5,11962.41,6.2717,0.789,0.775,1.343,1.807,0,none,,ok,full-rx1048576-d65536-c1-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:09:27+08:00,full,1048576,65536,1,16,1,3,5,12464.71,6.5351,0.763,0.751,1.279,1.935,0,none,,ok,full-rx1048576-d65536-c1-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:09:34+08:00,full,1048576,65536,4,1,1,1,5,19427.60,10.1857,0.203,0.175,0.375,0.575,0,98510:M 26 Aug 2026 22:09:34.185 # === ASSERTION FAILED ===,,cli_fail,full-rx1048576-d65536-c4-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:09:41+08:00,full,1048576,65536,4,1,1,2,5,16649.20,8.7290,0.236,0.199,0.447,0.647,0,none,,ok,full-rx1048576-d65536-c4-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:09:49+08:00,full,1048576,65536,4,1,1,3,5,20387.00,10.6887,0.193,0.175,0.343,0.543,0,none,,ok,full-rx1048576-d65536-c4-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:09:56+08:00,full,1048576,65536,4,16,1,1,5,17719.86,9.2903,3.397,3.679,4.783,5.271,0,none,,ok,full-rx1048576-d65536-c4-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:10:03+08:00,full,1048576,65536,4,16,1,2,5,17116.80,8.9741,3.513,3.583,5.455,7.663,0,none,,ok,full-rx1048576-d65536-c4-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:10:10+08:00,full,1048576,65536,4,16,1,3,5,17120.00,8.9758,3.521,3.639,5.495,6.583,0,none,,ok,full-rx1048576-d65536-c4-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:10:17+08:00,full,1048576,262144,1,1,1,1,5,3235.20,6.7847,0.306,0.287,0.447,0.615,0,none,,ok,full-rx1048576-d262144-c1-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:10:24+08:00,full,1048576,262144,1,1,1,2,5,2731.60,5.7286,0.362,0.303,0.671,0.919,0,none,,ok,full-rx1048576-d262144-c1-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:10:32+08:00,full,1048576,262144,1,1,1,3,5,3206.80,6.7251,0.309,0.287,0.455,0.631,0,none,,ok,full-rx1048576-d262144-c1-P1-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:10:39+08:00,full,1048576,262144,1,16,1,1,5,3098.94,6.4989,4.453,4.359,5.727,6.527,0,none,,ok,full-rx1048576-d262144-c1-P16-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:10:46+08:00,full,1048576,262144,1,16,1,2,5,3184.65,6.6787,4.347,4.255,5.431,6.599,0,none,,ok,full-rx1048576-d262144-c1-P16-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:10:53+08:00,full,1048576,262144,1,16,1,3,5,3293.37,6.9067,4.238,4.087,5.271,7.463,0,none,,ok,full-rx1048576-d262144-c1-P16-r3
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:11:00+08:00,full,1048576,262144,4,1,1,1,5,4719.80,9.8981,0.842,0.735,1.511,2.199,0,99134:M 26 Aug 2026 22:11:00.579 # === ASSERTION FAILED ===,,cli_fail,full-rx1048576-d262144-c4-P1-r1
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:11:00+08:00,full,1048576,262144,4,1,1,2,5,,,,,,,SERVER_DEAD,server_dead,,cli_fail,full-rx1048576-d262144-c4-P1-r2
09bd347803ee1a7b2713dd9ac414276ea01718c6,2026-08-26T22:11:08+08:00,full,4194304,65536,1,1,1,1,5,11162.40,5.8523,0.087,0.087,0.119,0.183,0,none,,ok,full-rx4194304-d65536-c1-P1-r1
