git_commit,timestamp,mode,rx_size,value_size,clients,pipeline,threads,repetition,duration,rps,payload_gbps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,exit_status,server_error,bench_error,verify_strlen,rx_reannounce_count,reannounces_per_gib,tx_wait_count,tx_wait_ns,avg_wait_us,normalized_wait_ratio,raw_file
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:14:33+08:00,full,16777216,65536,4,16,1,3,5,22563.40,11.8297,2.764,2.727,3.615,4.567,0,none,,ok,607,63.8319,608,715108000,1176.16,0.0357554,full-rx16777216-d65536-c4-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:14:40+08:00,full,16777216,262144,1,1,1,1,5,2526.60,5.2987,0.390,0.335,0.703,0.911,0,none,,ok,267,63.8043,269,57694000,214.476,0.0115388,full-rx16777216-d262144-c1-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:14:48+08:00,full,16777216,262144,1,1,1,2,5,2358.00,4.9451,0.418,0.335,0.847,1.103,0,none,,ok,256,63.8626,258,58006000,224.829,0.0116012,full-rx16777216-d262144-c1-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:14:55+08:00,full,16777216,262144,1,1,1,3,5,2219.00,4.6536,0.443,0.375,0.831,1.071,0,none,,ok,239,63.8746,241,59925000,248.651,0.011985,full-rx16777216-d262144-c1-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:15:02+08:00,full,16777216,262144,1,16,1,1,5,2965.21,6.2185,5.154,5.119,6.175,7.543,0,none,,ok,320,63.9873,321,1354502000,4219.63,0.2709,full-rx16777216-d262144-c1-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:15:09+08:00,full,16777216,262144,1,16,1,2,5,2816.38,5.9064,5.431,5.287,6.639,12.055,0,none,,ok,307,63.9352,308,1341401000,4355.2,0.26828,full-rx16777216-d262144-c1-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:15:17+08:00,full,16777216,262144,1,16,1,3,5,2911.71,6.1063,5.245,5.207,6.231,8.239,0,none,,ok,315,63.8859,316,1338840000,4236.84,0.267768,full-rx16777216-d262144-c1-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:15:24+08:00,full,16777216,262144,4,1,1,1,5,4907.22,10.2912,0.809,0.767,1.183,1.431,0,none,,ok,529,63.7425,534,208735000,390.89,0.0104367,full-rx16777216-d262144-c4-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:15:31+08:00,full,16777216,262144,4,1,1,2,5,4817.60,10.1032,0.824,0.783,1.223,1.455,0,none,,ok,521,63.8189,526,212074000,403.183,0.0106037,full-rx16777216-d262144-c4-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:15:38+08:00,full,16777216,262144,4,1,1,3,5,4828.40,10.1259,0.822,0.775,1.207,1.431,0,none,,ok,521,63.7236,526,214620000,408.023,0.010731,full-rx16777216-d262144-c4-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:15:45+08:00,full,16777216,262144,4,16,1,1,5,4913.23,10.3038,13.012,10.727,23.647,26.303,0,none,,ok,530,63.8067,531,2738753000,5157.73,0.136938,full-rx16777216-d262144-c4-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:15:53+08:00,full,16777216,262144,4,16,1,2,5,4797.44,10.0610,13.302,11.127,23.455,27.279,0,none,,ok,523,63.8957,524,2891875000,5518.85,0.144594,full-rx16777216-d262144-c4-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:16:00+08:00,full,16777216,262144,4,16,1,3,5,4950.23,10.3814,12.928,11.119,22.463,25.631,0,none,,ok,532,63.8373,533,2922290000,5482.72,0.146115,full-rx16777216-d262144-c4-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:16:07+08:00,full,16777216,1048576,1,1,1,1,5,661.40,5.5482,1.500,1.407,2.031,3.127,0,none,,ok,278,63.8389,279,350846000,1257.51,0.0701692,full-rx16777216-d1048576-c1-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:16:14+08:00,full,16777216,1048576,1,1,1,2,5,639.27,5.3626,1.552,1.383,2.743,3.455,0,none,,ok,276,63.8089,277,357877000,1291.97,0.0715754,full-rx16777216-d1048576-c1-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:16:22+08:00,full,16777216,1048576,1,1,1,3,5,669.67,5.6176,1.481,1.383,2.175,3.039,0,none,,ok,280,63.9682,281,356888000,1270.06,0.0713776,full-rx16777216-d1048576-c1-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:16:29+08:00,full,16777216,1048576,1,16,1,1,5,678.40,5.6908,23.457,22.959,27.471,35.039,0,none,,ok,302,63.9968,303,5852732000,19315.9,1.17055,full-rx16777216-d1048576-c1-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:16:36+08:00,full,16777216,1048576,1,16,1,2,5,703.86,5.9044,22.607,22.367,24.959,27.887,0,none,,ok,311,63.9968,312,5833477000,18697,1.1667,full-rx16777216-d1048576-c1-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:16:44+08:00,full,16777216,1048576,1,16,1,3,5,694.54,5.8262,22.896,22.383,26.831,28.511,0,none,,ok,307,63.9968,308,5856302000,19014,1.17126,full-rx16777216-d1048576-c1-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:16:51+08:00,full,16777216,1048576,4,1,1,1,5,1363.00,11.4337,2.926,2.759,4.383,5.503,0,none,,ok,584,63.7715,586,1037336000,1770.2,0.0518668,full-rx16777216-d1048576-c4-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:16:58+08:00,full,16777216,1048576,4,1,1,2,5,1360.20,11.4102,2.932,2.759,4.375,5.479,0,none,,ok,588,63.8339,589,1042605000,1770.13,0.0521303,full-rx16777216-d1048576-c4-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:17:06+08:00,full,16777216,1048576,4,1,1,3,5,1349.46,11.3201,2.953,2.751,4.631,6.103,0,none,,ok,581,63.7226,583,1010911000,1733.98,0.0505456,full-rx16777216-d1048576-c4-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:17:13+08:00,full,16777216,1048576,4,16,1,1,5,702.45,5.8926,91.928,91.519,98.879,100.927,0,none,,ok,310,63.9968,311,5951271000,19135.9,0.297564,full-rx16777216-d1048576-c4-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:17:21+08:00,full,16777216,1048576,4,16,1,2,5,714.66,5.9950,90.758,89.919,96.447,103.807,0,none,,ok,313,63.9968,314,5912339000,18829.1,0.295617,full-rx16777216-d1048576-c4-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:17:28+08:00,full,16777216,1048576,4,16,1,3,5,703.16,5.8985,91.391,91.135,97.279,98.303,0,none,,ok,311,63.9968,312,5901229000,18914.2,0.295061,full-rx16777216-d1048576-c4-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:17:35+08:00,full,16777216,4194304,1,1,1,1,5,171.06,5.7398,5.823,5.559,7.423,11.551,0,none,,ok,302,63.9992,303,1536798000,5071.94,0.30736,full-rx16777216-d4194304-c1-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:17:42+08:00,full,16777216,4194304,1,1,1,2,5,178.56,5.9915,5.586,5.479,6.415,7.183,0,none,,ok,309,63.8442,310,1503289000,4849.32,0.300658,full-rx16777216-d4194304-c1-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:17:50+08:00,full,16777216,4194304,1,1,1,3,5,177.86,5.9680,5.598,5.415,6.847,10.767,0,none,,ok,308,63.9992,309,1497057000,4844.84,0.299411,full-rx16777216-d4194304-c1-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:17:57+08:00,full,16777216,4194304,1,16,1,1,5,169.84,5.6989,94.207,93.311,103.231,112.127,0,none,,ok,308,63.9992,309,6026059000,19501.8,1.20521,full-rx16777216-d4194304-c1-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:18:05+08:00,full,16777216,4194304,1,16,1,2,5,171.06,5.7398,93.567,93.695,97.727,98.943,0,none,,ok,308,63.9992,309,5997267000,19408.6,1.19945,full-rx16777216-d4194304-c1-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:18:12+08:00,full,16777216,4194304,1,16,1,3,5,170.28,5.7136,95.972,94.399,108.415,113.215,0,none,,ok,304,63.9992,305,6074293000,19915.7,1.21486,full-rx16777216-d4194304-c1-P16-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:18:20+08:00,full,16777216,4194304,4,1,1,1,5,287.65,9.6519,13.866,11.295,25.503,29.759,0,none,,ok,504,63.9992,505,2836804000,5617.43,0.14184,full-rx16777216-d4194304-c4-P1-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:18:27+08:00,full,16777216,4194304,4,1,1,2,5,289.74,9.7221,13.794,11.215,25.759,29.071,0,none,,ok,504,63.7462,505,2841651000,5627.03,0.142083,full-rx16777216-d4194304-c4-P1-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:18:34+08:00,full,16777216,4194304,4,1,1,3,5,285.31,9.5734,13.995,11.319,25.567,29.983,0,none,,ok,498,63.807,499,2826828000,5664.99,0.141341,full-rx16777216-d4194304-c4-P1-r3
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:18:42+08:00,full,16777216,4194304,4,16,1,1,5,152.87,5.1295,429.282,431.871,445.695,449.279,0,none,,ok,284,63.9992,285,5777145000,20270.7,0.288857,full-rx16777216-d4194304-c4-P16-r1
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:18:50+08:00,full,16777216,4194304,4,16,1,2,5,150.68,5.0560,434.380,433.919,447.999,449.791,0,none,,ok,284,63.9992,285,5729076000,20102,0.286454,full-rx16777216-d4194304-c4-P16-r2
f49304e74f3b322007e9e038dc090ec019016d25,2026-08-27T17:18:59+08:00,full,16777216,4194304,4,16,1,3,5,150.23,5.0409,445.112,443.391,470.783,474.879,0,none,,ok,280,63.9992,281,5652299000,20114.9,0.282615,full-rx16777216-d4194304-c4-P16-r3
